Acolyte; Medium humanoid (any race); any alignment; 10; ; 9; 2d8; 30 ft.; 10; 10; 10; 10; 14; 11; ; Medicine +4, Religion +2; ; ; ; passive Perception 10; any one language (usually Common); 1/4; 50; ; Club. Melee Weapon Attack: +2 to hit, reach 5 ft., one target.<br>Hit: 2 (1d4) bludgeoning damage.; ; Spellcasting.The acolyte is a 1st-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 12, +4 to hit with <br>spell attacks). The acolyte has following cleric spells prepared:<br>Cantrips (at will): light, sacred flame, thaumaturgy<br>1st level (3 slots): bless, cure wounds, sanctuary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vampire; Medium undead (shapechanger); lawful evil; 16; natural armor; 144; 17d8+68; 30 ft.; 18; 18; 18; 17; 15; 18; Dex +9, Wis +7, Cha +9; Perception +7, Stealth +9; necrotic, bludgeoning, piercing, and  slashing from nonmagical weapons; ; ; darkvision 120 ft., passive Perception 17; the languages it knew in life; 13; 10,000; ; Multiattack (Vampire Form Only). The vampire makes two attacks, only one of which can be a bite attack.<br>Unarmed Strike (Vampire Form Only). Melee Weapon Attack:<br>+9 to hit, reach 5 ft., one creature. Hit:8 (1d8 + 4) bludgeoning damage. Instead of dealing damage, the vampire can grapple the target (escape DC 18).<br>Bite (Bat or Vampire Form Only). Melee Weapon Attack: +9 to hit, reach 5 ft., one willing creature, or a creature that is grappled by the vampire, incapacitated, or restrained. <br>Hit:7 (1d6 + 4) piercing damage plus 10 (3d6) necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken, and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. A humanoid slain in this way and then buried in the ground rises the following night as a vampire spawn under the vampire's control.<br>Charm.The vampire targets one humanoid it can see within 30 feet of it. If the target can see the vampire, the target must succeed on a DC 17 Wisdom saving throw against this magic or be charmed by the vampire. The charmed target regards the vampire as a trusted friend to be heeded and protected. Although the target isn't under the vampire's control, it takes the vampire's requests or actions in the most favorable way it can, and it is a willing target for the vampire's bit attack. Each time the vampire or the vampire's companions do anything harmful to the target, it can repeat the saving throw, ending the effect on itself on a success. Otherwise, the effect lasts 24 hours or until the vampire is destroyed, is on a different plane of existence than the target, or takes a bonus action to end the effect.<br>Children of the Night (1/Day).The vampire magically calls 2d4 swarms of bats or rats, provided that the sun isn't up. While outdoors, the vampire can call 3d6 wolves instead. The called creatures arrive in 1d4 rounds, acting as allies of the vampire and obeying its spoken commands. The beasts remain for 1 hour, until the vampire dies, or until the vampire dismisses them as a bonus action.; The vampire can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The vampire regains spent legendary actions at the start of its turn. <br>Move.The vampire moves up to its speed without provoking opportunity attacks.<br>Unarmed Strike.The vampire makes one unarmed strike. <br>Bite (Costs 2 Actions).The vampire makes one bite attack.; Shapechanger.If the vampire isn't in sunlight or running water, it can use its action to polymorph into a Tiny bat or a Medium cloud of mist, or back into its true form. While in bat form, the vampire can't speak, its walking speed is 5 feet, and it has a flying speed of 30 feet. Its statistics, other than its size and speed, are unchanged. Anything it is wearing transforms with it, but nothing it is carrying does. It reverts to its true form if it dies. While in mist form, the vampire can't take any actions, speak, or manipulate objects. It is weightless, has a flying speed of 20 feet, can hover, and can enter a hostile creature's space and stop there. In addition, if air can pass through a space, the mist can do so without squeezing, and it can't pass through water. It has advantage on Strength, Dexterity, and Constitution saving throws, and it is immune to all nonmagical damage, except the damage it takes from sunlight.<br>Legendary Resistance (3/Day).If the vampire fails a saving throw, it can choose to succeed instead.<br>Misty Escape.When it drops to 0 hit points outside its resting place, the vampire transforms into a cloud of mist (as in the Shapechanger trait) instead of falling unconscious, provided that it isn't in sunlight or running water. If it can't transform, it is destroyed. While it has 0 hit points in mist form, it can't revert to its vampire form, and it must reach its resting place within 2 hours or be destroyed. Once in its resting place, it reverts to its vampire form. It is then paralyzed until it regains at least 1 hit point. After spending 1 hour in its resting place with 0 hit points, it regains 1 hit point.<br>Regeneration.The vampire regains 20 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn.<br>Spider Climb.The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.<br>Vampire Weaknesses.The vampire has the following flaws:<br>Forbiddance. The vampire can't enter a residence without an invitation from one of the occupants.<br>Harmed by Running Water.The vampire takes 20 acid damage if it ends its turn in running water.<br>Stake to the Heart. If a piercing weapon made of wood is driven into the vampire's heart while the vampire isincapacitated in its resting place, the vampire is paralyzed until the stake is removed.<br>Sunlight Hypersensitivity.The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.
Veteran; Medium humanoid (any race); any alignment; 17; splint; 58; 9d8+18; 30 ft.; 16; 13; 14; 10; 11; 10; ; Athletics +5, Perception +2; ; ; ; passive Perception 12; any one language (usually Common); 3; 700; ; Multiattack. The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.<br>Longsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target.<br>Hit:7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands.<br>Shortsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. <br>Hit:6 (1d6 + 3) piercing damage.<br>Heavy Crossbow. Ranged Weapon Attack: +3 to hit, range 100/400 ft., one target.<br>Hit:5 (1d10) piercing damage.; ;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violent Fungus; Medium plant;  unaligned; 5; ; 18; 4d8; 5 ft.; 3; 1; 10; 1; 3; 1; ; ; ; ; blinded, deafened, frightened; blindsight 30 ft. (blind beyond this radius), passive Perception 6; ; 1/4; 50; ; Multiattack.The fungus makes 1d4 Rotting Touch attacks.<br>Rotting Touch. Melee Weapon Attack:+2 to hit, reach 10 ft., one creature. <br>Hit:4 (1d8) necrotic damage.; ; False Appearance.While the violet fungus remains motionless, it is indistinguishable from an ordinary fungus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vrock; Large fiend (demon); chaotic evil; 15; naturdal; 104; 11d10+44; 40ft.,fly 60ft.; 17; 15; 18; 8; 13; 8; Dex +5, Wis +4, Cha +2; ; cold, fire, lightning, bludgeoning, piercing, and slashing from nonmagical weapons; poison; poisoned; darkvision 120,passive perception 11; Abyssal, telepathy 120ft.; 6; 2300,300; ; Multiattack. The vrock makes two attacks: one with its beak and one with its talons.<br><br>Beak. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage.<br><br>Talons. Melee Weapon Attack: +6 to hit, reach 5 ft ., one target. Hit: 14 (2d10 + 3) slashing damage.<br><br>Spores (Recharge 6). A 15-foot-radius cloud of toxic spores extends out from the vrock. The spores spread around corners. Each creature in that area must succeed on a DC 14 Constitution saving throw or become poisoned. While poisoned in this way, a target takes 5 (1d10) poison damage at the start of each of its turns. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Emptying a vial of holy water on the target also ends the effect on it.<br>Stunning Screech (1/Day). The vrock emits a horrific screech. Each creature within 20 feet of it that can hear it and that isn't a demon must succeed on a DC 14 Constitution saving throw or be stunned until the end of the vrock's next turn .; ; Magic Resistance. The vrock has advantage on saving throws against spells and other magical effects.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warhorse; Large beast; unaligned; 11; ; 19; 3d10+3; 60 ft.; 18; 12; 13; 2; 12; 7; ; ; ; ; ; PP 11; ; 1/2; 100; ; Hooves. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.; ; Trampling Charge. If the horse moves at least 20 feet straight toward a creature and then hits it with a hooves attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the horse can make another attack with its hooves against it as a bonus action.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Elemental; Large elemental; neutral; 14; natural; 114; 12d10+48; 30 ft., swim 90 ft.; 18; 14; 18; 5; 10; 8; ; ; acid, bludgeoning, piercing and slashing from nonmagical weapons; poison; exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious; ; Aquan; 5; 1800; ; Multiattack. The elemental makes two slam attacks.<br><br>Slam. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.<br><br>Whelm (Recharge 4-6). Each creature in the elemental's space must make a DC 15 Strength saving throw. On a failure, a target takes 13 (2d8 + 4) bludgeoning damage. If it is Large or smaller, it is also grappled (escape DC 14). Until this grapple ends, the target is restrained and unable to breathe unless it can breathe water. If the saving throw is successful, the target is pushed out of the elemental's space. The elemental can grapple one Large creature or up to two Medium or smaller creatures at one time. At the start of each of the elemental's turns, each target grappled by it takes 13 (2d8 + 4) bludgeoning damage. A creature within 5 feet of the elemental can pull a creature or object out of it by taking an action to make a DC 14 Strength and succeeding.; ; Water Form. The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing.<br><br>Freeze. If the elemental takes cold damage, it partially freezes, its speed is reduced by 20 feet until the end of its next turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Weird; Large elemental; neutral good; 13; ; 58; 9d10+9; 0ft., swim 60 ft.; 17; 16; 13; 11; 10; 10; ; ; fire, bludgeoning, piercing, and slashing from nonmagical weapons; poison; exhaustion, grappled, paralyzed, poisoned, restrained, prone, unconscious; blindsight 30ft., passive Perception 10; understand Aquan but doesn't speak; 3; 700; ; Constrict. Melee Weapon Attack: +5 to hit, reach 10ft., one<br>creature. Hit: 13 (3d6 + 3) bludgeoning damage. If the target is Medium or smaller, it is grappled (escape DC 13) and pulled 5 feet toward the water weird. Until this grapple ends, the target is restrained, the water weird tries to drown it, and the water weird can't constrict another target.; ; Invisible in Water. The water weird is invisible while fully<br>immersed in water.<br><br>Water Bound. The water weird dies if it leaves the water to<br>which it is bound or if that water is destroyed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wererat; Medium humanoid (shape changer); lawful evil; 12; ; 33; 6d8+6; 30 ft.; 10; 15; 12; 11; 10; 8; ; Perception +2, Stealth +4; ; bludgeoning, piercing, and slashing damage from nonmagical weapons that aren't silvered; ; darkvision 60 ft. (rat form only), passive perception 12; Common (can't speak in rat form); 2; 450; ; Multiattack (Humanoid or Hybrid Form Only). The were rat<br>makes two attacks, only one of which can be a bite.<br><br>Bite (Rat or Hybrid Form Only). Melee Weapon Attack:<br>+4 to hit, reach 5 ft., one target. Hit: 4 (1 d4 + 2) piercing<br>damage. If the target is a humanoid, it must succeed on a<br>DC 11 Constitution saving throw or be cursed with were rat<br>lycanthropy.<br><br>Shortsword (Humanoid or Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.<br><br>Hand Crossbow (Humanoid or Hybrid Form Only). Ranged<br>Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage.; ; Shapechanger. The wererat can use its action to polymorph<br>into a rat-humanoid hybrid or into a giant rat, or back into its<br>true form, which is humanoid. Its statistics, other than its<br>size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.<br><br>Keen Smell. The were rat has advantage on Wisdom<br>(Perception) checks that rely on smell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wight; Medium undead; neutral evil; 14; studded leather; 45; 6d8+18; 30 ft.; 15; 14; 16; 10; 13; 15; ; Perception +3, Stealth +4; necrotic, bludgeoning, piercing and slashing from nonmagical weapons that aren't silvered; poison; exhaustion, poisoned; darkvision 60 ft., PP 13; the languages it knew in life; 3; 700; ; Multiattack. The wight makes two longsword attacks or<br>two longbow attacks. It can use its Life Drain in place of one longsword attack.<br><br>Life Drain. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) necrotic damage. The target must succeed on a DC 13 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.<br>  A humanoid slain by this attack rises 24 hours later as a zombie under the wight's control, unless the humanoid is restored to life or its body is destroyed. The wight can have no more than twelve zombies under its control at one time.<br><br>Longsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) slashing damage, or 7 (1d10 + 2) slashing damage if used with two hands.<br><br>Longbow. Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage.; ; Sunlight Sensitivity. While in sunlight, the wight has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will-o'-Wisp; Tiny undead; chaotic evil; 19; ; 22; 9d4; 0 ft., fly 50 ft. (hover); 1; 28; 10; 13; 14; 11; ; ; acid, cold, fire, necrotic, thunder,  bludgeoning, piercing, and slashing from nonmagical  weapons; lightning, poison; exhaustion, grappled, paralyzed,  poisoned, prone, restrained, unconscious; darkvision 120 ft., passive Perception 12; the languages it knew in life; 2; 450; ; Consume Life.As a bonus action, the will-o'-wisp can target one creature it can see within 5 feet of it that has 0 hit points and is still alive. The target must succeed on a DC 10 Constitution saving throw against this magic or die. If the target dies, the will-o'-wisp regains 10 (3d6) hit points.<br>Ephemeral.The will-o'-wisp can't wear or carry anything.<br>Incorporeal Movement. The will-o'-wisp can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.<br>Variable Illumination.The will-o'-wisp sheds bright light in a 5- to 20-foot radius and dim light for an additional number of feet equal to the chosen radius. The will-o'-wisp can alter the radius as a bonus action.; ;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winged Kobold; Small humanoid (kobold); lawful evil; 13; ; 7; 3d6-3; 30 ft., fly 30 ft.; 7; 16; 9; 8; 7; 8; ; ; ; ; ; darkvision 60 ft., passive Perception 8; Common, Draconic; 1/4; 50; ; Dagger. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. <br>Hit:5 (1d4 + 3) piercing damage.<br>Dropped Rock. Ranged Weapon Attack: +5 to hit, one target directly below the kobold.<br>Hit:6 (1d6 + 3) bludgeoning damage.; ; Sunlight Sensitivity. While in sunlight, the kobold has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.<br>Pack Tactics. The kobold has advantage on an attack roll against a creature if at least one of the kobold's allies is within 5 feet of the creature and the ally isn't incapacitated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolf; Medium beast; unaligned; 13; natural; 11; 2d8+2; 40 ft.; 12; 15; 12; 3; 12; 6; ; Perception +3, Stealth +4; ; ; ; ; ; 1/4; 50; ; Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) piercing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone.; ; Keen Hearing and Smell. The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.<br><br>Pack Tactics. The wolf has advantage on attack rolls against a creature if at least one of the wolf's allies is within 5 feet of the creature and the ally isn't incapacitated. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyvern; Large dragon; unaligned; 13; natural armor; 110; 13d10+39; 20 ft., fly 80 ft.; 19; 10; 16; 5; 12; 6; ; Perception +4; ; ; ; darkvision 60 ft., passive Perception 14; ; 6; 2,300; ; Multiattack.The wyvern makes two attacks: one with its bite and one with its stinger. While flying, it can use its claws in place of one other attack.<br>Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. <br>Hit:11 (2d6 + 4) piercing damage.<br>Claws. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. <br>Hit: 13 (2d8 + 4) slashing damage.<br>Stinger. Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. <br>Hit:11 (2d6 + 4) piercing damage. The target must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one.; ;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan-ti Malison; Medium monstrosity (shapechanger, yuan-ti);  neutral evil; 12; ; 66; 12d8+12; 30 ft.; 16; 14; 13; 14; 12; 16; ; Deception +5, Stealth +4; ; poison; poisoned; darkvision 60 ft., passive Perception 11; Abyssal, Common, Draconic; 3; 700; ; Actions for Type 1<br>Multiattack (Yuan-ti Form Only).The yuan-ti makes two ranged attacks or two melee attacks, but can use its bite only once.<br>Bite. Melee Weapon Attack:+5 to hit, reach 5 ft., one creature. <br>Hit: 5 (1d4 + 3) piercing damage plus 7 (2d6) poison damage.<br>Scimitar (Yuan-ti Form Only). Melee Weapon Attack:+5 to hit, reach 5 ft., one target. <br>Hit:6 (1d6 + 3) slashing damage.<br>Longbow (Yuan-ti Form Only). Ranged Weapon Attack:+4 to hit, range 150/600 ft., one target. <br>Hit:6 (1d8 + 2) piercing damage plus 7 (2d6) poison damage.<br>Actions for Type 2<br>Multiattack (Yuan-ti Form Only).The yuan-ti makes two bite attacks using its snake arms.<br>Bite. Melee Weapon Attack:+5 to hit, reach 5 ft., one creature. <br>Hit:5 (1d4 + 3) piercing damage plus 7 (2d6) poison damage.<br>Actions for Type 3<br>Multiattack (Yuan-ti Form Only).The yuan-ti makes two ranged attacks or two melee attacks, but can constrict only once.<br>Bite (Snake Form Only). Melee Weapon Attack:+5 to hit, reach 5 ft., one creature. <br>Hit:5 (1d4 + 3) piercing damage plus 7 (2d6) poison damage.<br>Constrict. Melee Weapon Attack:+5 to hit, reach 5 ft., one target. <br>Hit:10 (2d6 + 3) bludgeoning damage, and the target is grappled (escape DC 13). Until this grapple ends, the target is restrained, and the yuan-ti can't constrict another target.<br>Scimitar (Yuan-ti Form Only). Melee Weapon Attack:+5 to hit, reach 5 ft., one target. <br>Hit:6 (1d6 + 3) slashing damage.<br>Longbow (Yuan-ti Form Only). Ranged Weapon Attack:+4 to hit, range 150/600 ft., one target. <br>Hit:6 (1d8 + 2) piercing damage.; ; Shapechanger.The yuan-ti can use its action to polymorph into a Medium snake, or back into its true form. Its statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed. It doesn't change form if it dies.<br>Innate Spellcasting (Yuan-ti Form Only).The yuan-ti's innate spellcasting ability is Charisma (spell save DC 13). The yuan-ti can innately cast the following spells, requiring no material components:<br>At will: animal friendship (snakes only)<br>3/day: suggestion<br>Magic Resistance.The yuan-ti has advantage on saving throws against spells and other magical effects.<br>Malison Type.The yuan-ti has one of the following types:<br>Type 1:Human body with snake head<br>Type 2:Human head and body with snakes for arms<br>Type 3: Human head and upper body with a serpentine lower body instead of legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan-ti Pureblood; Medium humanoid (yuan-ti); neutral evil; 11; ; 40; 9d8; 30 ft.; 11; 12; 11; 13; 12; 14; ; Deception +6, Perception +3, Stealth +3; ; poison; poisoned; darkvision 60 ft., passive Perception 13; Abyssal, Common, Draconic; 1; 200; ; Multiattack.The yuan-ti makes two melee attacks.<br>Scimitar. Melee Weapon Attack:+3 to hit, reach 5 ft., one target. <br>Hit:4 (1d6 + 1) slashing damage.<br>Shortbow. Ranged Weapon Attack:+3 to hit, range 80/320 ft., one target. <br>Hit:4 (1d6 + 1) piercing damage plus 7 (2d6) poison damage.; ; Innate Spellcasting.The yuan-ti's spellcasting ability is Charisma (spell save DC 12). The yuan-ti can innately cast the following spells, requiring no material components:<br>At will: animal friendship (snakes only)<br>3/day each: poison spray, suggestion<br>Magic Resistance.The yuan-ti has advantage on saving throws against spells and other magical effects.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
